Provider_NPI,prescription_claim_count,total_billed_amount,average_billed_amount,total_paid_amount,average_paid_amount,average_days_supply,average_quantity_dispensed,average_processing_latency,average_retry_count,denial_rate,SLA_breach_rate
1483030141.0,1,1053.38,1053.38,973.8,973.8,30.0,45.0,1.0,0.0,0.0,0.0
1483259798.0,1,1063.78,1063.78,924.24,924.24,90.0,113.0,0.0,0.0,0.0,0.0
1483479259.0,1,2142.23,2142.23,1387.71,1387.71,90.0,87.0,2.0,0.0,0.0,0.0
1483518428.0,1,123.77,123.77,105.03,105.03,30.0,38.0,3.0,0.0,0.0,1.0
1483653031.0,1,166.8,166.8,131.49,131.49,30.0,43.0,1.0,0.0,1.0,0.0
1484070951.0,1,2748.43,2748.43,2007.68,2007.68,90.0,119.0,2.0,0.0,0.0,0.0
1484571542.0,1,103.24,103.24,88.66,88.66,60.0,62.0,0.0,0.0,1.0,0.0
1484989633.0,1,855.86,855.86,732.6,732.6,30.0,39.0,0.0,0.0,0.0,0.0
1485117496.0,1,1062.53,1062.53,957.59,957.59,90.0,117.0,3.0,0.0,1.0,1.0
1486668894.0,1,1219.47,1219.47,1114.38,1114.38,90.0,85.0,2.0,0.0,0.0,0.0
1487550778.0,1,1091.61,1091.61,934.24,934.24,60.0,59.0,4.0,2.0,0.0,1.0
1487844860.0,1,133.81,133.81,112.72,112.72,30.0,42.0,3.0,3.0,0.0,1.0
1488449599.0,1,1000.11,1000.11,895.54,895.54,90.0,73.0,3.0,3.0,0.0,1.0
1489379345.0,1,494.67,494.67,423.5,423.5,30.0,45.0,4.0,2.0,1.0,1.0
1489458815.0,1,631.04,631.04,426.06,426.06,30.0,31.0,0.0,3.0,0.0,0.0
1489983832.0,1,265.09,265.09,184.09,184.09,30.0,35.0,2.0,0.0,0.0,0.0
1490461543.0,1,1177.85,1177.85,863.18,863.18,90.0,84.0,2.0,0.0,0.0,0.0
1490579496.0,1,162.92,162.92,149.03,149.03,60.0,61.0,1.0,0.0,0.0,0.0
1491251338.0,1,133.52,133.52,86.41,86.41,30.0,26.0,2.0,2.0,0.0,0.0
1491453676.0,1,339.95,339.95,247.28,247.28,30.0,40.0,0.0,0.0,0.0,0.0
1492259420.0,1,1679.86,1679.86,1366.67,1366.67,60.0,77.0,0.0,0.0,0.0,0.0
1492725733.0,1,284.49,284.49,187.27,187.27,30.0,41.0,3.0,0.0,0.0,1.0
1493037665.0,1,356.34,356.34,300.61,300.61,30.0,38.0,3.0,0.0,0.0,1.0
1493260887.0,1,494.78,494.78,322.28,322.28,30.0,29.0,2.0,1.0,0.0,0.0
1493886188.0,1,162.72,162.72,129.8,129.8,60.0,53.0,3.0,1.0,1.0,1.0
1493985819.0,1,834.36,834.36,570.28,570.28,30.0,43.0,1.0,3.0,0.0,0.0
1494053027.0,1,91.48,91.48,65.06,65.06,30.0,39.0,0.0,3.0,0.0,0.0
1494904981.0,1,435.27,435.27,265.97,265.97,30.0,34.0,0.0,0.0,1.0,0.0
1495018829.0,1,564.92,564.92,520.06,520.06,60.0,53.0,1.0,0.0,0.0,0.0
1495490513.0,1,1076.3,1076.3,874.17,874.17,30.0,45.0,2.0,0.0,1.0,0.0
1495589862.0,1,367.59,367.59,288.75,288.75,30.0,25.0,1.0,1.0,0.0,0.0
1495830592.0,1,1406.53,1406.53,970.36,970.36,60.0,84.0,0.0,0.0,0.0,0.0
1495891468.0,1,248.9,248.9,193.26,193.26,60.0,53.0,4.0,1.0,0.0,1.0
1496279341.0,1,521.02,521.02,378.83,378.83,30.0,30.0,0.0,0.0,0.0,0.0
1496546372.0,1,674.66,674.66,554.04,554.04,30.0,42.0,2.0,2.0,0.0,0.0
1496692413.0,1,352.52,352.52,330.27,330.27,60.0,53.0,4.0,0.0,0.0,1.0
1496717042.0,1,427.45,427.45,384.45,384.45,30.0,43.0,1.0,0.0,1.0,0.0
1496738293.0,1,479.54,479.54,419.78,419.78,30.0,42.0,0.0,0.0,1.0,0.0
1497743226.0,1,271.68,271.68,234.72,234.72,30.0,38.0,4.0,1.0,1.0,1.0
1497807868.0,1,563.21,563.21,382.69,382.69,30.0,45.0,3.0,1.0,0.0,1.0
1498039179.0,1,603.41,603.41,524.23,524.23,30.0,34.0,0.0,0.0,0.0,0.0
1498168318.0,1,262.93,262.93,164.62,164.62,30.0,28.0,0.0,2.0,1.0,0.0
1498218388.0,1,437.17,437.17,267.02,267.02,30.0,24.0,1.0,0.0,0.0,0.0
1498992378.0,1,405.51,405.51,311.73,311.73,30.0,39.0,4.0,1.0,0.0,1.0
1499160807.0,1,478.5,478.5,444.11,444.11,30.0,35.0,3.0,0.0,0.0,1.0
1499745622.0,1,830.3,830.3,584.18,584.18,30.0,43.0,0.0,2.0,0.0,0.0
1499916459.0,1,1323.02,1323.02,998.94,998.94,90.0,76.0,2.0,2.0,0.0,0.0
1500211152.0,1,1429.6,1429.6,1074.54,1074.54,60.0,81.0,4.0,1.0,0.0,1.0
1500246735.0,1,124.46,124.46,107.83,107.83,30.0,39.0,0.0,0.0,1.0,0.0
1500415814.0,1,2127.66,2127.66,1646.42,1646.42,90.0,117.0,4.0,0.0,0.0,1.0
1501257251.0,1,180.14,180.14,144.38,144.38,30.0,28.0,2.0,1.0,0.0,0.0
1501623576.0,1,677.73,677.73,467.67,467.67,60.0,81.0,1.0,0.0,1.0,0.0
1502001873.0,1,164.8,164.8,146.45,146.45,30.0,42.0,4.0,1.0,1.0,1.0
1502299589.0,1,66.85,66.85,40.25,40.25,90.0,120.0,3.0,2.0,0.0,1.0
1502377124.0,1,473.6,473.6,357.12,357.12,60.0,88.0,1.0,0.0,0.0,0.0
1503166170.0,1,538.37,538.37,414.58,414.58,30.0,44.0,4.0,1.0,0.0,1.0
1503170232.0,1,687.52,687.52,554.44,554.44,60.0,89.0,0.0,0.0,0.0,0.0
1503207219.0,1,404.75,404.75,313.86,313.86,30.0,40.0,0.0,0.0,0.0,0.0
1503277988.0,1,1520.16,1520.16,1257.3,1257.3,60.0,66.0,4.0,3.0,0.0,1.0
1503313631.0,1,148.14,148.14,117.78,117.78,30.0,32.0,2.0,3.0,1.0,0.0
1503326257.0,1,1782.73,1782.73,1540.59,1540.59,90.0,77.0,4.0,0.0,0.0,1.0
1504318338.0,1,332.18,332.18,239.0,239.0,30.0,39.0,4.0,3.0,0.0,1.0
1504627559.0,1,52.84,52.84,48.24,48.24,30.0,38.0,3.0,3.0,0.0,1.0
1505010061.0,1,2492.05,2492.05,2002.92,2002.92,90.0,118.0,3.0,1.0,0.0,1.0
1505096372.0,1,2381.72,2381.72,2173.77,2173.77,90.0,108.0,4.0,0.0,0.0,1.0
1505430721.0,1,244.58,244.58,196.87,196.87,30.0,28.0,4.0,1.0,0.0,1.0
1505587195.0,1,707.09,707.09,615.97,615.97,30.0,30.0,0.0,3.0,0.0,0.0
1505687611.0,1,275.87,275.87,215.48,215.48,30.0,40.0,2.0,1.0,0.0,0.0
1506370000.0,1,356.09,356.09,296.41,296.41,60.0,73.0,2.0,0.0,0.0,0.0
1507021693.0,1,591.73,591.73,434.21,434.21,30.0,33.0,4.0,0.0,0.0,1.0
1507355825.0,1,1489.65,1489.65,2089.04,2089.04,60.0,68.0,3.0,2.0,0.0,1.0
1507855960.0,1,596.04,596.04,424.04,424.04,30.0,44.0,2.0,0.0,0.0,0.0
1507864695.0,1,66.74,66.74,58.01,58.01,60.0,88.0,2.0,0.0,0.0,0.0
1509156548.0,1,798.64,798.64,519.36,519.36,90.0,96.0,3.0,0.0,0.0,1.0
1509309356.0,1,140.81,140.81,101.44,101.44,30.0,31.0,4.0,3.0,0.0,1.0
1509925509.0,1,311.91,311.91,221.73,221.73,30.0,44.0,2.0,0.0,1.0,0.0
1510216849.0,1,712.42,712.42,506.43,506.43,30.0,36.0,0.0,2.0,1.0,0.0
1510234373.0,1,31.77,31.77,27.74,27.74,30.0,39.0,3.0,0.0,0.0,1.0
1510427825.0,1,210660.757757569,210660.757757569,1762.59,1762.59,90.0,103.0,3.0,2.0,0.0,1.0
1511121021.0,1,2022.92,2022.92,1449.32,1449.32,90.0,86.0,0.0,2.0,0.0,0.0
1511593927.0,1,558.82,558.82,371.47,371.47,30.0,33.0,2.0,0.0,0.0,0.0
1512566821.0,1,659.16,659.16,428.65,428.65,90.0,97.0,3.0,2.0,1.0,1.0
1512873417.0,1,1759.37,1759.37,1276.57,1276.57,60.0,71.0,0.0,1.0,0.0,0.0
1512992526.0,1,240.66,240.66,181.18,181.18,90.0,82.0,1.0,2.0,0.0,0.0
1513221148.0,1,287.3,287.3,228.26,228.26,30.0,33.0,4.0,1.0,0.0,1.0
1513223101.0,1,769.14,769.14,467.93,467.93,60.0,64.0,4.0,0.0,0.0,1.0
1513312938.0,1,439.07,439.07,326.15,326.15,30.0,37.0,1.0,0.0,0.0,0.0
1513541595.0,1,766.83,766.83,514.07,514.07,30.0,38.0,1.0,0.0,0.0,0.0
1513707607.0,1,899.1,899.1,713.39,713.39,90.0,94.0,3.0,0.0,1.0,1.0
1514209819.0,1,96.82,96.82,73.97,73.97,30.0,39.0,0.0,0.0,0.0,0.0
1514530964.0,1,1987.85,1987.85,1740.83,1740.83,90.0,114.0,3.0,0.0,0.0,1.0
1514707198.0,1,428.58,428.58,297.5,297.5,60.0,59.0,3.0,3.0,0.0,1.0
1514763040.0,1,1381.73,1381.73,1273.34,1273.34,60.0,76.0,2.0,2.0,1.0,0.0
1514846080.0,1,843.54,843.54,507.29,507.29,60.0,51.0,2.0,0.0,0.0,0.0
1515752855.0,1,1873.12,1873.12,1533.28,1533.28,90.0,97.0,0.0,0.0,0.0,0.0
1516475349.0,1,1075.03,1075.03,711.8,711.8,60.0,54.0,0.0,0.0,1.0,0.0
1516576338.0,1,1983.29,1983.29,1432.34,1432.34,60.0,86.0,0.0,2.0,0.0,0.0
1516605033.0,1,907.5,907.5,641.52,641.52,60.0,68.0,2.0,0.0,0.0,0.0
1516887768.0,1,84.59,84.59,76.61,76.61,60.0,74.0,1.0,0.0,0.0,0.0
1516915831.0,1,687.45,687.45,614.93,614.93,30.0,38.0,0.0,1.0,0.0,0.0
1517070400.0,1,2044.53,2044.53,1558.84,1558.84,90.0,100.0,0.0,0.0,0.0,0.0
1517099521.0,1,188.25,188.25,163.45,163.45,30.0,45.0,3.0,0.0,0.0,1.0
1517184717.0,1,1817.5,1817.5,1667.45,1667.45,90.0,127.0,3.0,3.0,0.0,1.0
1517219639.0,1,520.23,520.23,379.13,379.13,30.0,37.0,4.0,0.0,0.0,1.0
1517306399.0,1,762.4,762.4,602.5,602.5,30.0,32.0,2.0,2.0,0.0,0.0
1517556334.0,1,717.1,717.1,531.3,531.3,30.0,43.0,4.0,0.0,1.0,1.0
1517890067.0,1,697.7,697.7,523.53,523.53,30.0,37.0,0.0,1.0,0.0,0.0
1517939970.0,1,38.86,38.86,35.89,35.89,30.0,30.0,3.0,0.0,0.0,1.0
1517979394.0,1,24.84,24.84,19.37,19.37,30.0,40.0,4.0,0.0,0.0,1.0
1518301694.0,1,665.45,665.45,628.56,628.56,60.0,60.0,3.0,1.0,0.0,1.0
1518337281.0,1,159.87,159.87,96.33,96.33,30.0,34.0,3.0,3.0,1.0,1.0
1518698873.0,1,270.77,270.77,187.98,187.98,30.0,29.0,2.0,1.0,0.0,0.0
1519613429.0,1,172.61,172.61,151.67,151.67,30.0,24.0,3.0,0.0,0.0,1.0
1519742830.0,2,1235.82,617.91,863.08,431.54,30.0,27.0,1.0,3.0,0.0,0.0
1520269791.0,1,410.78,410.78,348.54,348.54,30.0,27.0,2.0,2.0,0.0,0.0
1520271679.0,1,1927.83,1927.83,1517.81,1517.81,90.0,96.0,1.0,0.0,0.0,0.0
1520370764.0,1,251.3,251.3,210.64,210.64,30.0,43.0,3.0,0.0,0.0,1.0
1520621847.0,1,489.25,489.25,369.11,369.11,30.0,30.0,2.0,3.0,0.0,0.0
1521719710.0,1,306.93,306.93,190.33,190.33,60.0,54.0,0.0,1.0,0.0,0.0
1522010778.0,1,546.44,546.44,424.98,424.98,30.0,45.0,4.0,1.0,1.0,1.0
1522252629.0,1,178.3,178.3,125.78,125.78,30.0,29.0,3.0,0.0,1.0,1.0
1522575663.0,1,737.41,737.41,467.51,467.51,60.0,52.0,0.0,0.0,0.0,0.0
1523631978.0,1,51.72,51.72,47.78,47.78,30.0,25.0,3.0,2.0,0.0,1.0
1523712120.0,1,104.11,104.11,91.22,91.22,30.0,30.0,4.0,2.0,0.0,1.0
1523826895.0,1,999.86,999.86,723.49,723.49,90.0,126.0,0.0,0.0,0.0,0.0
1523966000.0,1,324.86,324.86,247.51,247.51,30.0,43.0,4.0,1.0,0.0,1.0
1524975943.0,1,301.22,301.22,202.53,202.53,30.0,28.0,3.0,0.0,0.0,1.0
1525168533.0,1,1498.7,1498.7,1124.88,1124.88,90.0,82.0,0.0,1.0,0.0,0.0
1525480739.0,1,1264.67,1264.67,1000.34,1000.34,60.0,84.0,1.0,0.0,0.0,0.0
1525711196.0,1,224.55,224.55,145.52,145.52,30.0,31.0,3.0,2.0,0.0,1.0
1525766369.0,1,120.19,120.19,79.66,79.66,90.0,108.0,1.0,0.0,1.0,0.0
1526163443.0,1,76.09,76.09,70.91,70.91,30.0,29.0,3.0,2.0,0.0,1.0
1526224047.0,1,17.23,17.23,11.13,11.13,30.0,42.0,3.0,2.0,0.0,1.0
1526289619.0,1,692.05,692.05,432.18,432.18,30.0,30.0,3.0,3.0,0.0,1.0
1526359590.0,1,157.08,157.08,118.53,118.53,60.0,72.0,1.0,0.0,0.0,0.0
1526469769.0,1,1290.4,1290.4,845.03,845.03,60.0,52.0,0.0,0.0,0.0,0.0
1526522266.0,1,502.99,502.99,318.04,318.04,30.0,35.0,4.0,0.0,0.0,1.0
1526757445.0,1,825.5,825.5,529.84,529.84,60.0,67.0,4.0,1.0,0.0,1.0
1527299968.0,1,425.76,425.76,341.07,341.07,60.0,56.0,0.0,0.0,0.0,0.0
1527800324.0,1,498.94,498.94,388.68,388.68,30.0,37.0,2.0,0.0,0.0,0.0
1528164887.0,1,1620.96,1620.96,1496.05,1496.05,90.0,117.0,3.0,0.0,1.0,1.0
1529130806.0,1,214.95,214.95,167.09,167.09,60.0,58.0,4.0,0.0,0.0,1.0
1529496471.0,1,1603.79,1603.79,1463.71,1463.71,60.0,68.0,2.0,0.0,0.0,0.0
1529589640.0,1,911.43,911.43,648.16,648.16,30.0,37.0,3.0,3.0,0.0,1.0
1530116524.0,1,217.05,217.05,172.15,172.15,30.0,43.0,1.0,3.0,0.0,0.0
1531056922.0,1,348.82,348.82,309.4,309.4,30.0,36.0,3.0,2.0,1.0,1.0
1531462488.0,1,651.05,651.05,590.68,590.68,30.0,31.0,1.0,1.0,0.0,0.0
1531846324.0,1,120.73,120.73,86.35,86.35,30.0,24.0,2.0,0.0,1.0,0.0
1531902955.0,1,166.62,166.62,114.82,114.82,30.0,31.0,0.0,0.0,1.0,0.0
1533130503.0,1,1697.7,1697.7,1491.14,1491.14,60.0,75.0,2.0,2.0,0.0,0.0
1533350300.0,1,491.04,491.04,348.11,348.11,30.0,29.0,0.0,1.0,0.0,0.0
1533636329.0,1,770.69,770.69,632.89,632.89,60.0,71.0,2.0,0.0,0.0,0.0
1533766473.0,1,816.27,816.27,681.81,681.81,90.0,129.0,1.0,3.0,0.0,0.0
1534760074.0,1,381.88,381.88,348.47,348.47,30.0,29.0,2.0,2.0,0.0,0.0
1535029300.0,1,78.2,78.2,52.94,52.94,30.0,30.0,2.0,0.0,0.0,0.0
1535148912.0,1,277.36,277.36,208.28,208.28,30.0,30.0,3.0,0.0,0.0,1.0
1535174498.0,1,252.3,252.3,156.99,156.99,30.0,30.0,1.0,2.0,0.0,0.0
1535352206.0,1,1911.56,1911.56,1508.85,1508.85,90.0,85.0,1.0,2.0,0.0,0.0
1535732221.0,1,571.79,571.79,521.41,521.41,30.0,30.0,0.0,0.0,0.0,0.0
1535847900.0,1,69.85,69.85,62.03,62.03,30.0,27.0,2.0,0.0,0.0,0.0
1536242253.0,1,93.56,93.56,62.64,62.64,30.0,26.0,4.0,0.0,1.0,1.0
1536968464.0,1,118.7,118.7,87.03,87.03,30.0,44.0,4.0,0.0,0.0,1.0
1537358674.0,1,378.88,378.88,350.67,350.67,30.0,37.0,2.0,0.0,0.0,0.0
1538337089.0,1,806.32,806.32,542.68,542.68,60.0,59.0,0.0,3.0,0.0,0.0
1538645613.0,1,597.19,597.19,453.63,453.63,30.0,27.0,2.0,1.0,0.0,0.0
1538676404.0,1,711.62,711.62,457.51,457.51,30.0,30.0,3.0,0.0,0.0,1.0
1540114489.0,1,281.74,281.74,220.0,220.0,30.0,33.0,4.0,0.0,0.0,1.0
1540604554.0,1,500.6,500.6,412.7,412.7,30.0,27.0,0.0,0.0,0.0,0.0
1541179930.0,1,80.1,80.1,64.62,64.62,30.0,28.0,4.0,0.0,0.0,1.0
1541564391.0,1,1760.44,1760.44,3719.08,3719.08,90.0,113.0,4.0,0.0,0.0,1.0
1541600630.0,1,320.25,320.25,284.39,284.39,30.0,29.0,4.0,2.0,0.0,1.0
1542079348.0,1,10.26,10.26,9.15,9.15,30.0,31.0,3.0,2.0,0.0,1.0
1542123286.0,1,338.09,338.09,310.28,310.28,30.0,27.0,2.0,0.0,1.0,0.0
1542357102.0,1,483.83,483.83,360.86,360.86,30.0,41.0,3.0,1.0,0.0,1.0
1542420866.0,1,1121.39,1121.39,835.69,835.69,60.0,87.0,2.0,0.0,0.0,0.0
1542759940.0,1,161.96,161.96,135.73,135.73,30.0,34.0,3.0,2.0,0.0,1.0
1542894089.0,1,217.98,217.98,186.33,186.33,30.0,40.0,3.0,0.0,0.0,1.0
1542956794.0,1,158.49,158.49,137.39,137.39,30.0,29.0,3.0,1.0,0.0,1.0
1543583217.0,1,1525.96,1525.96,1118.62,1118.62,90.0,94.0,0.0,2.0,0.0,0.0
1543606850.0,1,186.45,186.45,167.08,167.08,60.0,82.0,1.0,2.0,0.0,0.0
1543616264.0,1,406.0,406.0,282.47,282.47,30.0,32.0,2.0,0.0,0.0,0.0
1543982640.0,1,831.56,831.56,717.02,717.02,30.0,38.0,3.0,3.0,0.0,1.0
1543986046.0,1,352.93,352.93,252.74,252.74,30.0,25.0,0.0,3.0,0.0,0.0
1544003779.0,1,1217.82,1217.82,1048.65,1048.65,90.0,91.0,2.0,0.0,0.0,0.0
1544058910.0,1,221.48,221.48,145.65,145.65,30.0,44.0,3.0,0.0,0.0,1.0
1544083480.0,1,1696.2,1696.2,1552.44,1552.44,90.0,131.0,4.0,0.0,0.0,1.0
1544611454.0,1,437.98,437.98,404.56,404.56,30.0,42.0,4.0,0.0,0.0,1.0
1545510039.0,1,1420.64,1420.64,1018.08,1018.08,90.0,94.0,2.0,0.0,1.0,0.0
1546272694.0,1,328.45,328.45,267.84,267.84,30.0,25.0,2.0,1.0,1.0,0.0
1546412261.0,1,702.7,702.7,534.46,534.46,30.0,39.0,1.0,3.0,0.0,0.0
1546622513.0,1,506.04,506.04,347.37,347.37,30.0,41.0,1.0,0.0,0.0,0.0
1547960547.0,1,178.33,178.33,155.1,155.1,30.0,44.0,4.0,1.0,0.0,1.0
1548398316.0,1,471.23,471.23,389.05,389.05,30.0,26.0,2.0,1.0,0.0,0.0
1548558009.0,1,839.53,839.53,685.05,685.05,30.0,41.0,1.0,0.0,0.0,0.0
1548581929.0,1,91.75,91.75,55.28,55.28,30.0,41.0,3.0,1.0,0.0,1.0
1549379120.0,1,217.2,217.2,171.55,171.55,30.0,44.0,2.0,0.0,0.0,0.0
1549553246.0,1,393.09,393.09,286.84,286.84,60.0,75.0,2.0,0.0,0.0,0.0
1549575538.0,1,423.05,423.05,286.7,286.7,60.0,67.0,1.0,0.0,0.0,0.0
1549687650.0,1,285.73,285.73,238.59,238.59,30.0,26.0,0.0,0.0,0.0,0.0
1550193910.0,1,1505.88,1505.88,1205.9,1205.9,60.0,83.0,3.0,0.0,0.0,1.0
1550282381.0,1,720.11,720.11,666.08,666.08,30.0,34.0,4.0,0.0,0.0,1.0
1550618457.0,1,341.27,341.27,283.09,283.09,90.0,74.0,4.0,1.0,0.0,1.0
1550946351.0,1,380.02,380.02,336.0,336.0,30.0,39.0,1.0,2.0,0.0,0.0
1551052397.0,1,555.64,555.64,442.32,442.32,30.0,39.0,2.0,3.0,0.0,0.0
1551224124.0,1,871.61,871.61,691.29,691.29,60.0,52.0,2.0,3.0,0.0,0.0
1551355445.0,1,1086.17,1086.17,843.38,843.38,60.0,79.0,0.0,2.0,0.0,0.0
1551868694.0,1,-247.83,-247.83,171.65,171.65,90.0,112.0,4.0,0.0,0.0,1.0
1551929601.0,1,2247.0,2247.0,1712.22,1712.22,90.0,97.0,4.0,1.0,0.0,1.0
1552425901.0,1,473.2,473.2,426.83,426.83,30.0,30.0,3.0,0.0,0.0,1.0
1552454390.0,1,540.03,540.03,351.02,351.02,90.0,116.0,0.0,1.0,0.0,0.0
1553143832.0,1,297.02,297.02,265.75,265.75,30.0,29.0,2.0,0.0,1.0,0.0
1553394498.0,1,401.51,401.51,357.31,357.31,30.0,25.0,1.0,3.0,0.0,0.0
1553868061.0,1,568.04,568.04,494.34,494.34,30.0,25.0,4.0,0.0,0.0,1.0
1553885483.0,1,768.77,768.77,474.67,474.67,60.0,84.0,4.0,2.0,0.0,1.0
1553905204.0,1,177.58,177.58,115.76,115.76,30.0,26.0,2.0,0.0,1.0,0.0
1555379188.0,1,1498.47,1498.47,983.46,983.46,60.0,65.0,2.0,0.0,0.0,0.0
1555831345.0,1,600.44,600.44,381.96,381.96,30.0,29.0,0.0,3.0,0.0,0.0
1556002386.0,1,2172.09,2172.09,1356.05,1356.05,90.0,118.0,2.0,0.0,1.0,0.0
1556003845.0,1,360.86,360.86,341.24,341.24,30.0,42.0,3.0,0.0,0.0,1.0
1556369970.0,1,307.46,307.46,217.99,217.99,30.0,26.0,1.0,1.0,0.0,0.0
1556852685.0,1,560.53,560.53,463.94,463.94,30.0,44.0,3.0,0.0,0.0,1.0
1556998152.0,1,1508.57,1508.57,1087.61,1087.61,60.0,74.0,1.0,0.0,0.0,0.0
1557123624.0,1,50.94,50.94,37.33,37.33,90.0,110.0,3.0,0.0,0.0,1.0
1557614308.0,1,632.34,632.34,512.24,512.24,30.0,31.0,4.0,0.0,0.0,1.0
1558525099.0,1,1900.47,1900.47,1589.81,1589.81,90.0,84.0,4.0,2.0,0.0,1.0
1558669826.0,1,693.04,693.04,521.94,521.94,30.0,42.0,0.0,1.0,0.0,0.0
1558943305.0,1,143.62,143.62,128.26,128.26,30.0,36.0,2.0,0.0,0.0,0.0
1559140202.0,1,1583.45,1583.45,1322.24,1322.24,90.0,117.0,2.0,0.0,1.0,0.0
1560073605.0,1,830.73,830.73,596.85,596.85,30.0,43.0,4.0,0.0,0.0,1.0
1560201507.0,1,407.16,407.16,261.84,261.84,30.0,34.0,2.0,0.0,0.0,0.0
1560236450.0,1,439.9,439.9,356.53,356.53,30.0,45.0,2.0,0.0,1.0,0.0
1560517239.0,1,1020.49,1020.49,2519.23,2519.23,30.0,41.0,2.0,1.0,0.0,0.0
1560598953.0,1,230.35,230.35,158.6,158.6,60.0,56.0,4.0,0.0,0.0,1.0
1560804810.0,1,169.3,169.3,118.66,118.66,30.0,25.0,0.0,1.0,0.0,0.0
1561407655.0,1,482.22,482.22,344.61,344.61,30.0,36.0,2.0,2.0,0.0,0.0
1562058233.0,1,691.91,691.91,562.09,562.09,30.0,34.0,1.0,0.0,0.0,0.0
1562758478.0,1,714.42,714.42,639.42,639.42,60.0,84.0,2.0,1.0,0.0,0.0
1563114127.0,1,47.71,47.71,34.63,34.63,30.0,25.0,2.0,3.0,0.0,0.0
1563719015.0,1,786.78,786.78,486.06,486.06,30.0,33.0,0.0,0.0,0.0,0.0
1563857002.0,1,577.74,577.74,536.21,536.21,30.0,37.0,3.0,0.0,0.0,1.0
1564052361.0,1,292.52,292.52,199.77,199.77,30.0,27.0,2.0,2.0,0.0,0.0
1564126862.0,1,554.6,554.6,467.35,467.35,30.0,33.0,1.0,0.0,1.0,0.0
1564552248.0,1,1423.14,1423.14,1182.46,1182.46,90.0,105.0,4.0,0.0,0.0,1.0
1565879477.0,1,787.94,787.94,642.08,642.08,30.0,32.0,4.0,0.0,0.0,1.0
1567053184.0,1,570.99,570.99,421.28,421.28,30.0,28.0,1.0,0.0,0.0,0.0
1567086887.0,1,807.59,807.59,520.2,520.2,60.0,69.0,0.0,1.0,1.0,0.0
1567124873.0,1,322.47,322.47,211.24,211.24,30.0,36.0,3.0,0.0,0.0,1.0
1567329586.0,1,447.95,447.95,325.86,325.86,30.0,25.0,1.0,0.0,0.0,0.0
1567448685.0,1,456.23,456.23,341.32,341.32,60.0,54.0,2.0,0.0,0.0,0.0
1567574123.0,1,26.04,26.04,21.65,21.65,60.0,76.0,4.0,0.0,0.0,1.0
1567703918.0,1,392.53,392.53,300.89,300.89,30.0,33.0,4.0,0.0,0.0,1.0
1567945229.0,1,1325.17,1325.17,816.46,816.46,60.0,62.0,3.0,1.0,1.0,1.0
1568367948.0,1,544.42,544.42,466.41,466.41,30.0,36.0,3.0,0.0,1.0,1.0
1569206867.0,1,335.95,335.95,273.48,273.48,30.0,31.0,0.0,2.0,0.0,0.0
1569490113.0,1,925.86,925.86,618.65,618.65,60.0,53.0,3.0,2.0,0.0,1.0
1569913135.0,1,633.28,633.28,456.23,456.23,30.0,45.0,3.0,0.0,0.0,1.0
1570252487.0,1,1052.65,1052.65,855.9,855.9,60.0,71.0,1.0,0.0,0.0,0.0
1570776453.0,1,110.13,110.13,87.89,87.89,60.0,81.0,3.0,0.0,0.0,1.0
1570928874.0,1,453.79,453.79,385.02,385.02,30.0,35.0,2.0,0.0,0.0,0.0
1571161190.0,1,1247.23,1247.23,1183.06,1183.06,60.0,78.0,1.0,2.0,0.0,0.0
1571162944.0,1,397.86,397.86,350.01,350.01,60.0,71.0,0.0,0.0,0.0,0.0
1571387808.0,1,734.77,734.77,495.68,495.68,30.0,43.0,0.0,0.0,0.0,0.0
1571759130.0,1,131.12,131.12,101.45,101.45,30.0,44.0,3.0,0.0,1.0,1.0
1572217302.0,1,640.42,640.42,408.2,408.2,90.0,118.0,2.0,0.0,1.0,0.0
1572233118.0,1,135.37,135.37,84.12,84.12,30.0,28.0,4.0,3.0,0.0,1.0
1572274391.0,1,576.4,576.4,514.93,514.93,30.0,34.0,1.0,0.0,1.0,0.0
1573024903.0,1,73.56,73.56,62.22,62.22,60.0,83.0,0.0,0.0,1.0,0.0
1573375741.0,1,537.93,537.93,350.46,350.46,30.0,30.0,4.0,0.0,0.0,1.0
1573526015.0,1,460.5,460.5,294.41,294.41,30.0,35.0,1.0,0.0,0.0,0.0
1573553285.0,1,548.97,548.97,367.36,367.36,60.0,59.0,2.0,0.0,0.0,0.0
1574069502.0,1,925.26,925.26,857.31,857.31,60.0,75.0,0.0,0.0,0.0,0.0
1574095929.0,1,471.44,471.44,384.28,384.28,30.0,33.0,3.0,3.0,0.0,1.0
1574357812.0,1,580.42,580.42,378.62,378.62,30.0,37.0,3.0,0.0,0.0,1.0
1574382862.0,1,66.64,66.64,54.63,54.63,30.0,45.0,4.0,0.0,0.0,1.0
1575267809.0,1,909.33,909.33,720.46,720.46,30.0,44.0,4.0,0.0,0.0,1.0
1575305935.0,1,1120.27,1120.27,743.66,743.66,60.0,73.0,3.0,3.0,1.0,1.0
1575416817.0,1,616.82,616.82,486.59,486.59,30.0,27.0,1.0,0.0,0.0,0.0
1576069068.0,1,1646.08,1646.08,1012.44,1012.44,60.0,74.0,1.0,2.0,1.0,0.0
1576496283.0,1,1390.35,1390.35,1213.5,1213.5,60.0,79.0,4.0,0.0,0.0,1.0
