Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,Consensus_Level_2_Count,Consensus_Level_3_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors
1600956430,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.71,26.71,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1546272694,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.7,26.7,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1199459564,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.69,26.69,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1587079473,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.69,26.69,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1386880433,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.67,26.67,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1396784880,MEDICAL_CLAIM,2,1,50.0,0,1,1,0,0,0,0,26.66,30.96,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1699774646,MEDICAL_CLAIM,2,1,50.0,0,2,1,0,0,0,0,26.66,39.6,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1487550778,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.66,26.66,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1375781721,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.65,26.65,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1574035449,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.65,26.65,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1780635078,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,0,0,26.64,26.68,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1085664036,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.64,26.64,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1860733566,PRIOR_AUTH,1,1,100.0,1,0,0,0,0,0,0,26.64,26.64,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1740536036,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.61,26.61,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1083145981,MEDICAL_CLAIM,7,4,57.14,0,2,7,0,0,0,0,26.59,34.21,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,57.1% flagged records
1002102734,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.59,26.59,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1852978129,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.59,26.59,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1356318091,MEDICAL_CLAIM,5,3,60.0,0,1,4,0,0,0,0,26.56,43.49,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,60.0% flagged records
1497842553,MEDICAL_CLAIM,5,3,60.0,0,1,3,0,0,0,0,26.55,45.18,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,60.0% flagged records
1315207675,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.55,26.55,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1770991291,MEDICAL_CLAIM,14,9,64.29,0,3,9,0,0,0,0,26.53,40.97,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,64.3% flagged records
1708026067,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,26.53,26.53,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1052346934,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.52,26.52,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1607027465,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,26.52,26.52,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1671533297,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,26.52,26.52,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1645339864,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.51,26.51,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1496717042,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.5,26.5,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1560236450,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.48,26.48,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1211352307,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.46,26.46,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1292143628,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.44,26.44,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1520389456,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,26.44,26.44,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1553885483,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.43,26.43,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1194767269,MEDICAL_CLAIM,2,1,50.0,0,0,2,0,0,0,0,26.41,29.27,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1449532037,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,26.41,26.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1529207673,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.41,26.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1905457496,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.41,26.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1060023928,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.4,26.4,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1297745692,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.4,26.4,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1356676514,MEDICAL_CLAIM,3,1,33.33,0,1,2,0,0,0,0,26.39,49.07,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records
1721698034,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.39,26.39,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1609231927,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.38,26.38,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1392746013,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.37,26.37,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1305985416,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.35,26.35,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1394228108,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.34,26.34,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1808572086,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,26.33,26.33,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1275647752,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.32,26.32,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1698900339,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.32,26.32,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1417336264,MEDICAL_CLAIM,3,1,33.33,0,2,0,0,0,0,0,26.31,42.59,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records
1477131878,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.31,26.31,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1861652604,MEDICAL_CLAIM,10,8,80.0,0,6,2,0,0,0,0,26.3,37.93,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,80.0% flagged records
1211968137,PHARMACY_CLAIM,1,1,100.0,0,0,1,1,0,0,0,26.3,26.3,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1955717909,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.3,26.3,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1390059464,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.29,26.29,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1035053821,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.28,26.28,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1084257936,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.26,26.26,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1635513237,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.25,26.25,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1976921263,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.24,26.24,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1083984587,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.23,26.23,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1518398049,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.22,26.22,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1926950648,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.22,26.22,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1111991513,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.19,26.19,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1216561025,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.19,26.19,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1675116879,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,26.19,26.19,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1826794827,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.19,26.19,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1365532080,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.18,26.18,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1614162374,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.17,26.17,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1952756884,MEDICAL_CLAIM,2,1,50.0,0,1,1,0,0,0,0,26.16,30.38,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1526224047,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.15,26.15,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1601770522,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.15,26.15,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1912960758,MEDICAL_CLAIM,2,1,50.0,0,0,2,0,0,0,0,26.14,27.51,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1046019618,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,26.13,26.13,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1999579440,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.13,26.13,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1191609953,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.12,26.12,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1122010285,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.1,26.1,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1548745383,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.09,26.09,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1949532923,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.08,26.08,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1760695878,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.07,26.07,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1886122872,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.06,26.06,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1669802419,MEDICAL_CLAIM,3,1,33.33,0,0,3,0,0,0,0,26.05,30.78,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records
1188660413,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.04,26.04,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1382257456,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,26.04,26.04,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1649384196,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.04,26.04,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1962531004,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.04,26.04,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1678169191,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,26.03,26.03,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1902214133,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.02,26.02,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1620913168,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,26.0,26.0,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1553905204,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.99,25.99,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1849211547,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.96,25.96,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1194283382,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.95,25.95,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1462286750,PHARMACY_CLAIM,1,1,100.0,0,0,1,1,0,0,0,25.93,25.93,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1257366193,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.92,25.92,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1919791177,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.92,25.92,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1472857244,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.91,25.91,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1765746766,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.91,25.91,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1574095929,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,25.9,25.9,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1244580265,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.89,25.89,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1467801235,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.88,25.88,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1301422024,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.87,25.87,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1465448393,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.87,25.87,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1881982510,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.87,25.87,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1990503192,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.86,25.86,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1174718050,MEDICAL_CLAIM,3,2,66.67,0,1,2,0,0,0,0,25.85,42.91,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,66.7% flagged records
1620418075,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.85,25.85,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1649884441,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.85,25.85,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1782007317,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.85,25.85,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1005351646,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.84,25.84,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1278766780,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,25.84,25.84,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1598756686,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.84,25.84,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1144890013,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.83,25.83,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1542079348,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.83,25.83,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1356391635,MEDICAL_CLAIM,2,1,50.0,0,0,2,0,0,0,0,25.82,27.65,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1452542010,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.82,25.82,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1760823397,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.82,25.82,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1194064543,MEDICAL_CLAIM,4,2,50.0,0,1,3,0,0,0,0,25.81,34.23,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1376725952,MEDICAL_CLAIM,3,2,66.67,0,2,2,0,0,0,0,25.81,37.24,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,66.7% flagged records
1497801153,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,0,0,25.81,35.32,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,66.7% flagged records
1889219873,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.81,25.81,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1946791760,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.81,25.81,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1412413437,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.8,25.8,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1740271022,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.8,25.8,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1679646509,MEDICAL_CLAIM,3,1,33.33,0,0,3,0,0,0,0,25.77,28.13,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records
1609120682,MEDICAL_CLAIM,2,1,50.0,0,0,2,0,0,0,0,25.77,26.77,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1337691237,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.76,25.76,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1877791094,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.76,25.76,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1126623554,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,25.75,25.75,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1574382862,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.74,25.74,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1609057223,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.73,25.73,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1672145483,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.73,25.73,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1678065907,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,25.72,25.72,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1824285414,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,25.72,25.72,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Empirical claim denial rate = 100.0%
1124224928,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.7,25.7,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1457304966,MEDICAL_CLAIM,4,2,50.0,0,0,3,0,0,0,0,25.69,31.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records
1608604261,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,0,0,25.69,25.69,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1957638687,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,25.69,25.69,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
1641515468,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,25.66,25.66,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records
