Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors
1740387018,MEDICAL_CLAIM,5,3,60.0,0,0,3,0,0,19.22,30.56,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,60.0% flagged records (Threshold: 10%)
1226141785,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.22,19.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1933084112,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.22,19.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1079434917,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.21,19.21,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1750530424,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,19.2,28.8,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1478028557,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.2,19.2,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1609164391,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.19,19.19,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1558916890,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,19.18,30.04,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1192561727,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.18,19.18,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1891162962,MEDICAL_CLAIM,9,5,55.56,0,1,4,0,0,19.17,30.19,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,55.6% flagged records (Threshold: 10%)
1770076544,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.17,19.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1697897685,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.15,19.15,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1704577748,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.15,19.15,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1236459608,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,19.14,19.14,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1250473210,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.14,19.14,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1481754943,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.14,19.14,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1747552062,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.14,19.14,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1716512806,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.13,19.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1785279217,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.13,19.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1998406064,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.13,19.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1280943592,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.12,19.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1709501688,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.12,19.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1768301479,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.12,19.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1728865384,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.11,19.11,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1959466149,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.11,19.11,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1093855736,MEDICAL_CLAIM,3,2,66.67,0,1,1,0,0,19.1,28.8,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1538284401,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,19.09,28.41,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1318008037,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.09,19.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1540163453,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,19.09,19.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1064701413,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.08,19.08,100.0,LOW-RISK PROVIDER,NORMAL,High claim denial/rejection rate of 100.0%
1708327449,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.08,19.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1271950297,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.07,19.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1440236993,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.07,19.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1890721128,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.07,19.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1984737558,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.07,19.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1337724082,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.06,19.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1714106787,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.06,19.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1765029199,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.06,19.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1336579572,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,19.05,29.68,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1457410164,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.05,19.05,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1673376711,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.05,19.05,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1864136357,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.05,19.05,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1871403917,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,19.05,19.05,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1193596769,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,19.04,19.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1423632597,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.04,19.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1452454478,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.04,19.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1855766080,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.03,19.03,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1330254548,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,19.02,19.02,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1388515462,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,19.02,19.02,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1997114690,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.02,19.02,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1956706173,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,19.01,19.01,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1548581929,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,19.0,19.0,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1051289881,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.99,18.99,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1353078012,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.98,18.98,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1487844860,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.98,18.98,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1879522173,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.98,18.98,100.0,LOW-RISK PROVIDER,NORMAL,High claim denial/rejection rate of 100.0%
1597349709,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.96,18.96,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1912272899,MEDICAL_CLAIM,4,2,50.0,0,0,2,0,0,18.95,30.57,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1992161780,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.95,27.1,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1311759655,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.95,18.95,100.0,LOW-RISK PROVIDER,NORMAL,High claim denial/rejection rate of 100.0%
1749447344,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.95,18.95,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1071095582,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.93,18.93,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1389204091,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.91,18.91,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1538399118,MEDICAL_CLAIM,6,4,66.67,0,0,4,0,0,18.9,27.28,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1482755120,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.9,18.9,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1376591432,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.89,18.89,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1702241557,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.89,18.89,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1366803032,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.87,18.87,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1998147261,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.86,18.86,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1396746988,MEDICAL_CLAIM,6,4,66.67,0,0,4,0,0,18.85,29.42,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1476946248,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.84,18.84,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1110705511,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.83,18.83,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1990754586,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.83,18.83,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1275605792,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.82,27.63,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1048208898,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.82,18.82,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1610938170,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.82,18.82,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1770821670,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,18.81,28.36,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1056448593,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.81,18.81,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1052347143,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.8,18.8,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1118275836,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.79,18.79,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1765397792,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.79,18.79,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1255591780,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.78,29.4,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1006391819,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,18.77,18.77,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1536968464,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.77,18.77,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1679171810,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.77,18.77,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1960599560,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.77,18.77,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1346613370,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.76,18.76,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1350314271,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.75,18.75,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1863463925,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.75,18.75,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1518301694,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1704602240,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1710276597,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1892521768,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1073583472,MEDICAL_CLAIM,17,10,58.82,0,0,10,0,0,18.72,33.73,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,58.8% flagged records (Threshold: 10%)
1136753635,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.72,18.72,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1305116196,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.72,18.72,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1504318338,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.71,18.71,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1639514094,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.7,25.84,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1607940650,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.7,18.7,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1975658703,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,18.7,18.7,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1480470651,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.69,18.69,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1503166170,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.69,18.69,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1326214571,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.68,18.68,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1184613234,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.67,27.09,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1386763654,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.67,28.67,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1700827896,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.67,26.56,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1152011881,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.67,18.67,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1273313382,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.67,18.67,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1676405539,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.67,18.67,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1839972247,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.66,18.66,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1264856854,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.65,18.65,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1517979394,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.65,18.65,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1070045534,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.64,18.64,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1169801169,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.63,18.63,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1875745879,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.63,18.63,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1814991069,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.62,18.62,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1269968138,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.61,18.61,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1402177217,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.61,18.61,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1510234373,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.6,18.6,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1451142606,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.59,18.59,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1478000348,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,18.59,18.59,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1713842218,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.59,18.59,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1015480675,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.58,18.58,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1680783945,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.58,18.58,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1850788495,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.58,18.58,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1023009339,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,18.57,31.6,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1417426701,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,18.57,32.17,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1248527750,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.57,18.57,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1667567554,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.55,18.55,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1911428525,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.55,18.55,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1071028037,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.54,18.54,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1462684380,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.54,18.54,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1475014988,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.54,18.54,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1623533175,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.54,18.54,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1597574444,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.53,18.53,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1962709980,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,18.52,33.55,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1197533099,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.52,18.52,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1335324978,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.52,18.52,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1386758043,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,18.5,31.73,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1097687830,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.5,18.5,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1590574181,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.5,18.5,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1239214387,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.49,18.49,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1639313302,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.49,18.49,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1992882245,MEDICAL_CLAIM,5,3,60.0,0,0,3,0,0,18.48,32.35,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,60.0% flagged records (Threshold: 10%)
1819506621,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.48,18.48,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1600595048,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.47,18.47,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1841921916,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.47,18.47,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1160159999,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.46,18.46,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1275079654,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.46,18.46,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1804228546,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.46,18.46,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1394166084,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.45,18.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1404359253,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,18.45,18.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1588611925,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.45,18.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1118170182,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.44,18.44,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1194252700,MEDICAL_CLAIM,7,4,57.14,0,1,3,0,0,18.43,30.59,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,57.1% flagged records (Threshold: 10%)
1952307530,MEDICAL_CLAIM,4,2,50.0,0,0,2,0,0,18.43,33.72,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1684842710,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.43,18.43,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1912557923,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.43,18.43,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1072651343,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.42,18.42,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1932539608,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.41,29.27,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1806280379,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.41,18.41,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1328502025,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.4,18.4,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1556003845,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.4,18.4,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1639576812,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.39,27.96,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
1296366768,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.39,18.39,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1071864539,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,18.38,18.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1897305398,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,18.38,18.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1356369078,MEDICAL_CLAIM,4,2,50.0,0,0,2,0,0,18.37,34.51,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,50.0% flagged records (Threshold: 10%)
1259624849,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.37,18.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1962145139,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,18.37,18.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1568806297,MEDICAL_CLAIM,3,2,66.67,0,0,2,0,0,18.36,28.01,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,66.7% flagged records (Threshold: 10%)
