Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,Consensus_Level_2_Count,Consensus_Level_3_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors,Provider_Explanation
1956277761,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.91,18.91,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1956277761 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1568806297,MEDICAL_CLAIM,3,1,33.33,0,0,2,0,0,0,0,18.9,29.53,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records,"Provider NPI 1568806297 submitted 3 claims, of which 1 (33.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 33.3% exceeds 10%. Pattern-level investigation is recommended."
1218094088,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.9,18.9,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1218094088 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1228920373,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,18.9,18.9,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1228920373 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1049166039,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.89,18.89,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1049166039 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1090351559,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.89,18.89,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1090351559 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1494236674,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.89,18.89,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1494236674 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1991452065,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.89,18.89,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1991452065 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1229815130,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.88,18.88,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1229815130 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1359838370,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.88,18.88,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1359838370 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1281456372,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.84,18.84,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1281456372 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1505334263,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,18.84,18.84,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1505334263 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1628127655,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.84,18.84,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1628127655 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1740251883,MEDICAL_CLAIM,6,2,33.33,0,2,3,0,0,0,0,18.83,27.19,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records,"Provider NPI 1740251883 submitted 6 claims, of which 2 (33.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 33.3% exceeds 10%. Pattern-level investigation is recommended."
1273637488,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.83,18.83,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1273637488 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1935162987,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.83,18.83,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1935162987 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1124626404,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,18.81,18.81,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1124626404 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1380680328,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.81,18.81,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1380680328 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1011613722,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.79,18.79,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1011613722 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1512655726,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.79,18.79,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1512655726 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1780064808,MEDICAL_CLAIM,6,2,33.33,0,2,3,0,0,0,0,18.78,39.71,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records,"Provider NPI 1780064808 submitted 6 claims, of which 2 (33.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 33.3% exceeds 10%. Pattern-level investigation is recommended."
1079434917,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.78,18.78,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1079434917 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1195920405,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.78,18.78,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1195920405 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1461084103,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.78,18.78,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1461084103 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1780165175,MEDICAL_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.78,18.78,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1780165175 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1689857385,MEDICAL_CLAIM,9,3,33.33,0,4,3,0,0,0,0,18.77,29.47,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records,"Provider NPI 1689857385 submitted 9 claims, of which 3 (33.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 33.3% exceeds 10%. Pattern-level investigation is recommended."
1055901728,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.77,18.77,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1055901728 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1297833748,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.76,18.76,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1297833748 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1484069996,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.76,18.76,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1484069996 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1940308773,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.76,18.76,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1940308773 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1588081681,MEDICAL_CLAIM,20,7,35.0,0,3,8,0,0,0,0,18.75,43.0,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,35.0% flagged records,"Provider NPI 1588081681 submitted 20 claims, of which 7 (35.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 35.0% exceeds 10%. Pattern-level investigation is recommended."
1427887926,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.75,18.75,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1427887926 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1518388354,MEDICAL_CLAIM,2,1,50.0,0,1,1,0,0,0,0,18.74,36.67,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records,"Provider NPI 1518388354 submitted 2 claims, of which 1 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 50.0% exceeds 10%. Pattern-level investigation is recommended."
1187593734,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.74,18.74,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1187593734 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1612229683,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.74,18.74,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1612229683 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1695899951,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.74,18.74,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1695899951 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1982002945,MEDICAL_CLAIM,2,0,0.0,0,1,1,0,0,0,0,18.73,22.62,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1982002945 submitted 2 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1189680436,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1189680436 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1513221148,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1513221148 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1761534761,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1761534761 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1922323658,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,18.73,18.73,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1922323658 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1693346637,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,18.72,18.72,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1693346637 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1005061108,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.71,18.71,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1005061108 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1026587922,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.71,18.71,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1026587922 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1341582088,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,18.71,18.71,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1341582088 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1093271579,MEDICAL_CLAIM,7,3,42.86,0,3,3,0,0,0,0,18.68,33.1,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,42.9% flagged records,"Provider NPI 1093271579 submitted 7 claims, of which 3 (42.9%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 42.9% exceeds 10%. Pattern-level investigation is recommended."
1471621546,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.68,18.68,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1471621546 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1265111700,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.67,18.67,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1265111700 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1315902699,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.66,18.66,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1315902699 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1497181697,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,0,0,18.65,32.77,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records,"Provider NPI 1497181697 submitted 2 claims, of which 1 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 50.0% exceeds 10%. Pattern-level investigation is recommended."
1384666856,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.65,18.65,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1384666856 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1812917945,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.65,18.65,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1812917945 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1063421752,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.64,18.64,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1063421752 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1143304766,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.64,18.64,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1143304766 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1536109434,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.64,18.64,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1536109434 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1343353993,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.62,18.62,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1343353993 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1487665733,MEDICAL_CLAIM,2,1,50.0,0,1,1,0,0,0,0,18.61,36.47,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records,"Provider NPI 1487665733 submitted 2 claims, of which 1 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 50.0% exceeds 10%. Pattern-level investigation is recommended."
1390956335,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.61,18.61,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1390956335 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1560073605,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.61,18.61,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1560073605 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1098196833,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.6,18.6,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1098196833 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1902186490,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.6,18.6,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1902186490 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1245344316,MEDICAL_CLAIM,5,2,40.0,0,1,2,0,0,0,0,18.59,30.74,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,40.0% flagged records,"Provider NPI 1245344316 submitted 5 claims, of which 2 (40.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 40.0% exceeds 10%. Pattern-level investigation is recommended."
1164778031,MEDICAL_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.59,18.59,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1164778031 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1716512806,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.59,18.59,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1716512806 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1005515157,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.58,18.58,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1005515157 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1633191060,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.58,18.58,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1633191060 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1306844519,MEDICAL_CLAIM,5,2,40.0,0,2,1,0,0,0,0,18.57,30.49,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,40.0% flagged records,"Provider NPI 1306844519 submitted 5 claims, of which 2 (40.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 40.0% exceeds 10%. Pattern-level investigation is recommended."
1338815771,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.57,18.57,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1338815771 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1004169542,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.56,18.56,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1004169542 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1240747202,PHARMACY_CLAIM,1,0,0.0,0,0,1,1,0,0,0,18.56,18.56,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1240747202 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1649947797,MEDICAL_CLAIM,2,1,50.0,0,1,1,0,0,0,0,18.54,27.18,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records,"Provider NPI 1649947797 submitted 2 claims, of which 1 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 50.0% exceeds 10%. Pattern-level investigation is recommended."
1441807904,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.54,18.54,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1441807904 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1517939970,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.53,18.53,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1517939970 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1942392600,MEDICAL_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.53,18.53,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1942392600 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1962664292,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,18.52,18.52,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1962664292 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1015508106,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.51,18.51,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1015508106 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1197246871,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,18.51,18.51,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1197246871 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1437138841,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,18.51,18.51,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1437138841 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1461474642,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.51,18.51,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1461474642 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1860035581,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.51,18.51,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1860035581 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1758162886,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,18.5,18.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1758162886 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1136096803,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,0,0,18.48,18.48,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1136096803 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
